start	end	text
3718300	3720260	it's going to be pervasive over time,
3720260	3723380	is going to require that some degree of neuroplasticity,
3723380	3726020	some degree of neural rewiring occur.
3726020	3727180	So I'm not bringing up the topic
3727180	3729380	of these particular drug tools to say that
3729380	3731740	they are the best way to improve mood and mental health.
3731740	3732820	I'm certainly not saying that.
3732820	3735740	They are, but one way to potentially improve
3735740	3736980	mood and mental health.
3736980	3738420	And if they are going to work,
3738420	3741540	they always work best when done in concert
3741540	3742380	with talk therapy,
3742380	3743860	because they are opening the opportunity
3743860	3744820	for neuroplasticity,
3744820	3747540	but then that neuroplasticity has to be directed
3747540	3749540	toward a particular endpoint.
3749540	3751900	There has to be specific work that's being done
3751900	3755180	by the individual or ideally the individual
3755180	3759380	with an expert trained clinically certified therapist
3759380	3763380	or psychologist or psychiatrist in order to make sure
3763380	3765700	that the neuroplastic changes that occur
3765700	3767460	lead to longstanding improvements
3767460	3769060	in mood and mental health over time.
3769060	3771380	Indeed, the drugs that I just described
3771380	3775460	were originally designed as tools to allow people
3775500	3777820	to access changes within their brain
3777820	3780140	that would then allow them to enhance mood
3780140	3782220	and mental health, but not have to rely
3782220	3785620	on the drugs themselves for improved mood and mental health.
3785620	3788620	And along those lines, I'm sure some of you out there
3788620	3790900	are thinking about the supplement-based
3790900	3792300	or nutrition-based approaches
3792300	3794020	to enhancing these neuromodulators.
3794020	3796540	And indeed, while they don't have the same potency
3796540	3798540	as things like Wellbutrin and SSRIs
3798540	3800180	at increasing things like dopamine
3800180	3801860	and serotonin respectively,
3801860	3803260	there is a growing number of people out there
3803260	3805940	that are relying on daily supplementation
3805940	3809260	with anywhere from one to three grams of L-tyrosine,
3809260	3811420	amino acid precursor to dopamine,
3811420	3816180	combined with often 300 to 600 milligrams of alpha-GPC
3816180	3819460	as a way to enhance dopamine and acetylcholine
3819460	3823380	and to set the stage for elevated levels of neuroplasticity.
3823380	3825420	But it's very important to point out
3825420	3827620	that the amino acid precursors
3827620	3829980	to the various neuromodulators like L-tyrosine,
3829980	3834020	like L-tryptophan, so L-tyrosine precursor to dopamine,
3834020	3837660	L-tryptophan precursor to serotonin, and so on,
3837660	3840660	that those don't have the same degree of potency,
3840660	3843180	that is ability to enhance those neuromodulators.
3843180	3846260	And so the extent to which they enrich the possibility
3846260	3849020	for neuroplasticity still remains somewhat obscure.
3849020	3851620	There haven't been clinical trials on that yet,
3851620	3854300	at least not clinical trials that I am aware of.
3854300	3856340	So I mentioned all of that stuff about drugs,
3856340	3857540	whether or not it's psychedelics
3857540	3859380	or whether or not it's prescription antidepressants
3859380	3861340	or whether or not people are using
3861340	3864900	a supplement-based amino acid-based protocol
3864900	3867620	for increasing certain neuromodulators.
3867620	3869420	I feel it was important to mention all of that because,
3869420	3872060	well, first of all, it's quite prominent out there,
3872060	3874260	certainly in the case of prescription antidepressants,
3874260	3876340	and there's growing prominence
3876340	3879620	and use of relatively high dose psilocybin.
3879620	3883380	Again, always done with support talk therapy.
3883380	3886340	This is done in a legal setting.
3886340	3888140	I said legal, not illegal,
3888140	3891060	a legal setting with a board-certified therapist.
3891060	3893340	This is being done on university campuses,
3893340	3894620	within research labs.
3894620	3896300	And of course, I acknowledge that there are people
3896300	3898180	who are using these compounds
3898180	3899700	outside the realm of the university
3899700	3901260	clinical study environment.
3901260	3902500	So I mentioned these chemicals,
3902500	3905500	not because I'm pointing to them as the path
3905500	3907700	to improved mood and mental health.
3907700	3909500	They can be, but they aren't always,
3909500	3910500	and as I mentioned before,
3910500	3912300	they can sometimes cause problems
3912300	3914540	that lead people to wish that they hadn't taken them
3914540	3916740	or to decide to not take them any further,
3916740	3918340	a decision that absolutely has to be made
3918340	3919540	with a healthcare professional
3919540	3921140	who's well certified to do that.
3921140	3922900	But I'm mentioning these tools
3922900	3927900	because I want you to understand if they work, why they work.
3928060	3930220	And one key point that was really emphasized
3930220	3933260	by Dr. Paul Conti, who, as I mentioned before,
3933260	3934140	is a psychiatrist,
3934140	3935980	so he uses pharmacology in his practice,
3935980	3939260	although he uses other non-pharmacologic tools as well,
3939260	3942460	is that these pharmacologic tools are never to be viewed
3942460	3945460	as the be all end all of enhancing mood and mental health.
3945460	3948860	They are but one path to improving mood and mental health
3948860	3951300	and indeed should be viewed as a path
3951300	3954260	to getting people who are otherwise unable to engage
3954260	3955740	in those six core pillars,
3955740	3957420	those first principles of mental health,
3957420	3959980	to be able to do those things on a regular basis.
3959980	3964420	And then perhaps, based on a discussion with their clinician,
3964420	3967220	these people could come off those pharmacologic agents.
3967220	3968300	Maybe yes, maybe no.
3968300	3969540	It depends on the individual.
3969540	3971300	It depends on the circumstances.
3971300	3972860	But those core six pillars,
3972860	3975220	those first principles of mental health
3975220	3979580	that include but are not limited to those core six pillars
3979580	3981660	are absolutely essential.
3981660	3985420	There's no drug that can replace those core six pillars.
3985420	3986540	I'd like to take a quick break
3986540	3988940	and thank our sponsor, InsideTracker.
3988940	3991420	InsideTracker is a personalized nutrition platform
3991420	3994100	that analyzes data from your blood and DNA
3994100	3995740	to help you better understand your body
3995740	3997500	and help you reach your health goals.
3997500	3998620	I've long been a believer
3998620	4000260	in getting regular blood work done
4000260	4002100	for the simple reason that many of the factors
4002100	4004340	that impact your immediate and long-term health
4004340	4007180	can only be analyzed from a quality blood test.
4007180	4010100	A major problem with a lot of blood tests out there, however,
4010100	4012860	is that you get information back about metabolic factors,
4012860	4014540	lipids and hormones and so forth,
4014540	4016580	but you don't know what to do with that information.
4016580	4018780	With InsideTracker, they make it very easy
4018780	4020700	because they have a personalized platform
4020700	4023260	that allows you to see the levels of all those things,
4023260	4025780	metabolic factors, lipids, hormones, et cetera,
4025780	4028660	but it gives you specific directives that you can follow
4028660	4030980	that relate to nutrition, behavioral modification,
4030980	4032260	supplements, et cetera,
4032260	4034540	that can help you bring those numbers into the ranges
4034540	4035900	that are optimal for you.
4035900	4037300	If you'd like to try InsideTracker,
4037300	4040580	you can go to insidetracker.com slash Huberman
4040580	4043220	to get 20% off any of InsideTracker's plans.
4043220	4046660	Again, that's insidetracker.com slash Huberman.
4046660	4048900	Okay, so setting aside the core six pillars,
4048900	4052140	let's now talk about other tools for mood and mental health
4052140	4056180	that center around really what we more typically think of
4056180	4059980	when we think of mood and mental health, which is emotions.
4059980	4062900	When Dr. Lisa Feldman Barrett was a guest on the podcast,
4062900	4065740	she said something that was really incredible,
4065740	4067980	and it's something that's strongly grounded
4067980	4069340	in excellent scientific data,
4069340	4072900	which is the more specificity that we can put
4072900	4075220	to labeling our emotions,
4075220	4076700	the better off we're going to be
4076700	4079780	in terms of our overall mental health.
4079780	4081060	Let me restate that.
4081060	4084380	The more specific language that we can put
4084380	4086860	to our own internal emotions,
4086860	4089060	even if that language is just to ourselves
4089060	4090260	in our own internal narrative,
4090260	4093860	we don't even have to speak out what those labels are,
4093860	4097300	the better that we're going to feel over time.
4097300	4100340	And indeed, this effect can be quite rapid.
4100340	4102740	And indeed, Dr. Lisa Feldman Barrett has done research
4102740	4104460	on this very specific topic.
4104460	4107940	It's something that's referred to as emotional granularity.
4107940	4111020	So while some of us move through life
4111020	4115300	with a sort of what I call emojification of emotions,
4115300	4116820	you know, you got your happy face, happy,
4116860	4120540	your sad face, sad, you know, you're angry, depressed,
4120540	4124340	anxious, you know, those are labels for emotional states,
4124340	4126460	or you could think of them as affects or emotions.
4126460	4129100	I think of them as emotions, but they're not very specific.
4129100	4130580	They're pretty broad bins.
4130580	4133900	We say sad or depressed or super depressed
4133900	4136300	or super sad, anxious, panic.
4136300	4137700	And when we think of that as nuance,
4137700	4139660	but it's not very nuanced.
4139660	4142140	And Lisa's laboratory and other laboratories
4142140	4144300	have explored two things.
4144300	4146260	First, if people are asked to or encouraged
4146260	4148940	to put more granularity, more specificity
4148940	4150460	on what they're feeling,
4150460	4153100	then it seems that their levels of emotional processing
4153100	4154420	are better overall.
4154420	4155980	How does that translate to emotions?
4155980	4160980	Well, it translates to better overall feelings of wellbeing
4161540	4166540	when one is placing more specificity on positive emotions.
4166980	4169220	And the flip side is also true.
4169220	4170580	So this is important to know.
4170580	4174180	If one places more specificity on negative emotions,
4174180	4177620	it also can enhance one's kind of experience
4177620	4179460	of those negative emotions.
4179460	4182780	Now, that means that this is a two-sided blade, all right?
4182780	4184380	This isn't always a good thing.
4184380	4186100	And if one is thinking about protocols
4186100	4188100	for improving mood and mental health,
4188100	4192620	the data make very clear that adding more specificity
4192620	4195540	to our positive emotions in terms of the language we use,
4195540	4198060	but also just the depth with which we process
4198060	4200060	and think about those positive experiences
4200060	4202060	can be very beneficial for us.
4202060	4203820	So there are two studies that I'd like to highlight
4203820	4205100	that relate to this.
4205100	4207460	The first is entitled Effective Self-Monitoring
4207460	4208700	Through Experience Sampling
4208700	4212420	on Emotion Differentiation in Depression.
4212420	4214380	And the second study is entitled
4214380	4216060	Emotional Granularity Increases
4216060	4218860	with Intensive Ambulatory Assessment.
4218860	4222420	Methodological and individual factors influence how much.
4222420	4224140	Now, each of these studies focus
4224140	4225140	on something slightly different.
4225140	4226420	The first study was mainly focused
4226420	4228180	on people who have depression,
4228180	4232260	and they were cued several, if not many times per day,
4232260	4236100	to just think about and report on their emotional state.
4236100	4238340	And that was done in order to get people
4238340	4240260	to place more granularity,
4240260	4242020	more specificity on what they're feeling,
4242020	4244460	but also simply to tap into how they're feeling
4244460	4246540	on a more regular basis throughout the day.
4246540	4248540	The second study, which is one that included
4248540	4250980	Dr. Lisa Feldman-Behr as an author,
4250980	4253180	was slightly different because it focused
4253180	4255180	on non-depressed individuals,
4255180	4256940	and it cued them to touch into their emotions
4256940	4258020	more times per day,
4258020	4261420	and it also included some physiological measurements.
4261420	4263500	And one in particular that we're going to talk about
4263500	4264580	in some detail.
4264580	4267180	Now, I don't have time to go into all the details
4267180	4268020	of these studies.
4268020	4269900	I may do that in a future podcast episode,
4269900	4271500	but the key takeaways are very important
4271500	4274220	for all of us to know, which are, first of all,
4275380	4278260	the more often that you can ask yourself,
4278260	4280340	what am I really feeling right now?
4280340	4281980	How do I feel?
4281980	4284100	And, and this is so critical,
4285460	4289620	the more that you force yourself to not use broad labels
4289620	4291980	or simply valence labels.
4291980	4295700	Valence labels are good or okay or bad.
4295700	4300220	And instead, understand that good is not an emotion.
4300220	4301860	Okay is not an emotion.
4301860	4303380	Bad is not an emotion.
4303380	4305860	But rather saying, you know, I feel, you know,
4305860	4307820	curious but a little anxious,
4307820	4308940	if that happens to be the case.
4308940	4311900	Or I feel, you know, bored,
4311900	4315980	but, you know, also a little bit in positive anticipation
4315980	4317420	about what's going to happen tomorrow.
4317420	4318240	Things of that sort,
4318240	4321560	putting more nuance and specificity on your emotions,
4321560	4324200	but also touching into or thinking
4324200	4327160	about your own emotional states more times per day,
4327160	4331240	clearly has positive outcomes for mood and mental health.
4331240	4333440	And the reasons for that are incredibly interesting.
4333440	4335760	And this is something everybody should understand.
4335760	4338240	Why would it be that putting more specificity
4338240	4339280	on what we're feeling?
4339280	4341240	So perhaps just in our own heads,
4341240	4342720	like thinking, okay, how do I feel right now?
4342720	4344720	Like if I were to do that right now,
4344720	4347320	I'd say I feel energized
4347320	4349320	and happy.
4349320	4351120	I do, I really enjoy doing what I'm doing.
4351120	4355200	So I wouldn't say I'm like off the charts in awe
4355200	4358480	or elation, but I'm very happy and I feel energized.
4358480	4359320	You know, earlier today,
4359320	4361940	I was feeling a little bit fatigued
4361940	4363880	and a little bit confused
4363880	4365320	because I was trying to sort out something
4365320	4367920	and it wasn't making sense to me.
4367920	4370160	So assessments like that,
4370160	4372140	which can be told to somebody else
4372140	4374140	or that we just hold internally,
4374140	4375640	done repeatedly throughout the day,
4375640	4378000	anywhere from three to six times throughout the day,
4378000	4379840	just periodically pinging ourselves.
4379840	4380900	Maybe you set an alarm
4380900	4383760	or maybe you just decide to every once in a while,
4383760	4385840	maybe every time you go into an elevator
4385840	4387160	or every time you go up a flight of stairs,
4387160	4389640	you just ask yourself, yeah, how do I feel right now?
4389640	4391480	And thinking about that for a moment.
4391480	4392840	And you don't have to write it down,
4392840	4394320	although I suppose you could.
4394320	4396840	What turns out that just that practice
4396840	4399840	can really enhance our so-called emotional granularity
4399840	4403680	that can enhance our positive emotions and affect.
4403680	4406760	And in addition, it provides us a better sensitivity
4406760	4410640	to better understand those negative emotions,
4410640	4412660	which sounds like it might be a bad thing,
4412660	4415560	but those negative emotions have information in them.
4415560	4417200	Right, this is one thing that's often lost
4417200	4420280	in those broad categorizations of anxious
4420280	4421800	or sad or depressed.
4421800	4422640	And keep in mind, of course,
4422640	4424640	that some people are genuinely clinically depressed
4424640	4426360	and that needs to be taken extremely seriously,
4426360	4429280	just like some people are genuinely clinically anxious
4429280	4431280	and that needs to be taken seriously.
4431280	4434560	But most of us, when we throw out the words depressed,
4434560	4437360	angry, sad, we're not using enough nuance
4437360	4439960	and it doesn't really apply to our internal states
4439960	4441480	or the circumstances that we're in.
4441480	4443960	And as a consequence, we suffer.
4443960	4445920	It's not just about communicating our emotions,
4445920	4449800	we suffer because the data say that the more nuance,
4449800	4452640	the more emotional granularity that we have,
4452640	4456320	the richer is our experience of the positive aspects of life
4456320	4460580	and the more effectively we can navigate
4460580	4463320	the negative aspects of life, right?
4463320	4466100	Again, negative emotions perhaps isn't the best way
4466100	4468440	to even describe negative emotions
4468440	4470980	because that label negative implies that we should avoid it.
4470980	4472540	And in fact, those negative emotions
4472540	4475580	provide a lot of information about perhaps
4475580	4477620	social interactions that we should seek to avoid
4477620	4479980	in the future and so on and so forth.
4479980	4482500	Now, one of the most interesting things
4482500	4485820	about this whole process of increasing emotional granularity
4485820	4487340	and touching in several times per day
4487340	4490420	into how we feel, something that's completely zero cost,
4490420	4492060	takes just a moment to do,
4492060	4493740	that we can get much better at over time.
4493740	4495320	That was clearly seen in these studies
4495320	4496980	that people get much better at doing this.
4496980	4500060	It becomes more facile for them very quickly
4500060	4502860	is that it correlates with improvements
4502860	4505700	in physiological metrics that relate
4505700	4508660	to overall improvements in mood and mental health.
4508660	4512180	And the specific physiological metric that I'm referring to
4512180	4514420	is so-called vagal tone.
4514420	4517380	Some of you have perhaps heard of the vagus nerve.
4517380	4518640	It's the 10th cranial nerve.
4518640	4520600	It's an extensive peripheral nerve
4520600	4525320	that it goes out of the brain at the level of the neck.
4525320	4527720	It's one of the cranial nerves that extends
4527720	4529800	to essentially all the organs of the body,
4529800	4532200	the heart, the lungs, et cetera, but it's a two-way street.
4532200	4534100	It's a superhighway of nerves out of the brain
4534100	4537360	and into the body, and it's a superhighway of nerves
4537360	4540560	back from the bodily organs to the brain.
4540560	4543520	And it's involved in regulating a lot of
4543520	4544920	so-called autonomic functions.
4544920	4546680	So how fast our heart rate is,
4546680	4549280	how fast our breathing is, rates of digestion.
4549280	4552240	And all of that weaves together to create those things
4552240	4555400	that we call affect our internal states.
4555400	4558720	So without going into a ton of detail about the vagus nerve,
4558720	4562160	there's something that's called cardiac vagal control.
4562160	4564660	Cardiac vagal control is the extent to which
4564660	4567880	that vagus nerve can impact your heart rate
4567880	4572000	and your overall feelings of calm or alertness.
4572000	4574440	Now, the simple way to think about this
4574440	4577840	is more commonly referred to as heart rate variability.
4577840	4579920	Heart rate variability is simply the distance
4579920	4580900	between your heartbeats,
4580900	4583340	or rather the time between your heartbeats,
4583340	4586880	which we know if those timings between your heartbeats
4586880	4588600	are somewhat variable,
4588600	4591940	that is correlated with positive physical
4591940	4593880	and mental health outcomes.
4593880	4596020	One of the ways that you can increase heart rate variability
4596020	4599200	is to get regular cardiovascular exercise,
4599200	4601120	as well as doing resistance exercise,
4601120	4604320	and no surprise, getting sufficient amounts
4604320	4606480	of quality sleep each night is also going to be
4606480	4609380	very beneficial for heart rate variability.
4609380	4611900	Now, exercise and sleep, of course, are wonderful,
4611900	4615100	but it turns out that there's also a very rapid way
4615100	4617080	to increase heart rate variability
4617080	4620840	by activating the vagal innervation of the heart
4620840	4623940	and the way that the heart and some other circuits
4623940	4626080	within the so-called brainstem interact.
4626080	4630280	And that's through something called respiratory sinus arrhythmia.
4630280	4634200	Respiratory sinus arrhythmia can be summarized very simply
4634200	4639000	by saying when you inhale, you speed your heart rate up,
4639000	4643080	and when you exhale, you slow your heart rate down.
4643080	4645920	And it's that exhale, slowing your heart rate down
4645920	4648280	that's mediated by the vagus nerve.
4648280	4650680	Now, there's a more thorough description of that,
4650680	4653200	which I'll just give you now, and it's not that lengthy.
4653200	4654860	So here's how it goes.
4654860	4659840	When you inhale, your diaphragm actually moves down,
4659840	4663580	and as a consequence, your heart actually gets a little bigger,
4663580	4665120	has a little more space.
4665120	4666880	As a consequence, the fluid in your heart
4666880	4669600	moves a little more slowly per unit volume,
4669600	4673040	and there's a neural signal to speed the heart up.
4673040	4676020	Conversely, when you exhale, the diaphragm moves up.
4676020	4678280	That means there's a little less space for the heart
4678280	4680000	in the general area where it's sitting,
4680000	4681120	so the heart gets a little bit smaller,
4681120	4682080	a little more compact.
4682080	4683720	That means that the fluid in your heart
4683720	4686760	is moving more quickly through that smaller space,
4686760	4689160	and there's a neural signal mediated by the vagus
4689160	4690920	to slow the heart down.
4690920	4692940	So that's why inhale, speed your heart up,
4692940	4695460	and exhales, slow your heart down.
4695460	4698200	That is the basis of so-called RSA,
4698200	4700840	or respiratory sinus arrhythmia.
4700840	4703420	Now, what does any of that have to do
4703420	4705400	with the granularity of language
4705400	4708040	that we place on our emotions?
4708040	4710320	Turns out there's several studies showing
4710320	4715080	that when people place more descriptive granularity
4715080	4717700	on their emotions, that is correlated with, okay?
4717700	4721020	It's not causal, but it's correlated with improvements
4721020	4723060	in respiratory sinus arrhythmia,
4723060	4724980	which we know correlate with improvements
4724980	4726460	in heart rate variability.
4726460	4728620	Indeed, it's one of the major bases
4728620	4730020	for heart rate variability,
4730020	4731620	which we know is correlated
4731620	4734780	with not just positive physical health outcomes,
4734780	4736820	but positive mental health outcomes,
4736820	4739540	including lower levels of anxiety, improved sleep,
4739540	4741240	and overall levels of mood.
4741240	4743520	This is a topic that I'm very familiar with,
4743520	4745620	because last year, my laboratory
4745620	4747260	at Stanford University School of Medicine
4747260	4749200	in collaboration with a colleague of mine,
4749200	4752620	Dr. David Spiegel, our Associate Chair of Psychiatry,
4752620	4755020	also at Stanford University School of Medicine,
4755020	4758080	published a clinical trial in Cell Reports Medicine,
4758080	4761420	showing that there's a particular pattern of breathing
4761420	4765120	that people can do for just five minutes per day
4765120	4768540	that is effective in significantly improving
4768540	4773540	various metrics related to mood, and reducing anxiety,
4773920	4775940	and also improving sleep.
4775940	4778740	Although I should say the protocol I'm about to describe
4778740	4782460	didn't uniformly improve all of those metrics.
4782460	4784540	It had a bigger effect on some versus others.
4784540	4787260	I'll provide a link to that study in the show note captions.
4787260	4789620	But if you're wondering what this protocol is
4789620	4791240	that people did for five minutes a day
4791240	4792820	that allowed them to, by the way,
4792820	4794580	pervasively improve their mood.
4794580	4795740	So it wasn't just their mood
4795740	4798300	while they were doing this five minute a day protocol.
4798300	4802260	It was improvements in mood around the clock, essentially,
4802260	4804640	as well as improvements in other physiological metrics
4804640	4807640	and other aspects of those six core pillars.
4807640	4811560	It was that physiological sigh that we talked about earlier.
4811560	4812520	Although in this case,
4812520	4815160	we didn't have people do just one physiological sigh.
4815160	4817740	We had people set aside five minutes per day.
4817740	4819320	So set a timer for five minutes.
4819320	4820800	They could sit or lie down.
4821800	4823860	They could do it any time of day.
4823860	4827100	And we just had them repeat that physiological sigh
4827100	4829360	for a duration of five minutes total
4829360	4832440	so that they would do two inhales through the nose,
4832440	4835200	and then a full exhale to lungs empty through the mouth.
4835200	4836840	Then they would do it again,
4836840	4837860	and then they would do it again.
4837860	4840320	And again, until those five minutes were completed.
4840320	4842660	Again, the outcome of that clinical trial
4842660	4845520	was that that particular pattern of breathing,
4845520	4847920	which we called cyclic physiological sighing
4847920	4849680	for five minutes per day,
4849680	4851880	again, done any time of day,
4851880	4854240	had the most positive outcomes
4854240	4856520	in terms of improving mood and mental health
4856520	4857660	and autonomic function,
4857660	4860560	those things related to sleep and heart rate variability.
4860560	4864140	So that's a very simple, very minimal time investment,
4864140	4866820	zero cost tool that anyone can use
4866820	4870200	that again improves various metrics of physical health,
4870200	4872640	but also improves metrics of mental health.
4872640	4876320	And it ties right back in with what was observed
4876320	4879480	in the work by Dr. Lisa Feldman Barrett,
4879480	4884260	exploring how putting more word label,
4884260	4887400	emotional granularity on one's emotional states
4887400	4889680	positively impact our physiological state.
4889680	4891400	And the fact that thinking about our emotions
4891400	4893240	more frequently throughout the day
4893240	4897120	and deliberately putting more label granularity
4897120	4900720	on those emotions frequently throughout the day
4900720	4902800	is correlated with this improvement
4902800	4906480	in respiratory sinus arrhythmia and heart rate variability.
4906480	4908400	The fact that these things all relate to one another
4908400	4910520	should not surprise us because indeed
4910520	4912080	there's a previous paper,
4912080	4914040	this is a quite extensive review.
4914040	4915980	Actually, it's a very nice review.
4915980	4917800	It's one that I encourage anyone who's interested
4917800	4919320	in these topics to explore,
4919320	4921920	especially psychologists who might have a interest
4921920	4923720	in physiology or psychiatrists
4923720	4927040	or simply people who are interested in mind-body stuff.
4927040	4929200	This is a review published in 2017
4929200	4931080	in the journal, Biological Psychology,
4931080	4933180	entitled Cardiac Vagal Control
4933180	4935920	as a Marker of Emotion Regulation in Healthy Adults,
4935920	4936760	a review.
4936760	4939900	And again, it's a really wonderful literature review
4939900	4942280	of the peer-reviewed primary research,
4942280	4946500	which really establishes that this thing, vagal tone,
4946500	4949120	our ability to kind of put the brakes
4949120	4950380	on our autonomic nervous system
4950380	4952380	and slow our heart rate down deliberately
4952380	4953380	through our breathing,
4953380	4956100	and perhaps even just by stopping and reflecting
4956100	4958300	on what our emotional states are
4958300	4960860	is really beneficial for our overall mood
4960860	4961700	and mental health.
4961700	4963340	And I want to highlight, bold,
4963340	4965980	and underline that word overall,
4965980	4967140	because it's not just the case
4967140	4969560	that people experience elevated mood and mental health
4969560	4970940	in the moments where they stop and go,
4970940	4972140	oh, how am I feeling?
4972140	4975980	Oh, you know, am I feeling bored or agitated?
4975980	4978180	Do I feel particularly excited?
4978180	4982180	Sure, that can have some impact on physiological metrics
4982180	4983300	and mood and mental health,
4983300	4985260	but in all of these studies,
4985260	4988260	the outcome seems to be that people's overall levels
4988260	4989960	of mood and mental health are enhanced,
4989960	4992100	not just while they're thinking about their emotions
4992100	4994700	or doing this five-minute-a-day cyclic sighing,
4994700	4997020	but around the clock, which is really terrific
4997020	4998920	because I think that's what most all of us want,
4998920	5000880	which is improved mood and mental health,
5000880	5003380	not just in the moments when we do a practice
5003380	5004740	or in the few minutes afterwards,
5004740	5007100	but 24 hours a day.
5007100	5009140	I suppose we might segment out sleep
5009140	5011100	during which, you know, hopefully we're having great dreams
5011100	5013120	as opposed to other kinds of dreams.
5013120	5017260	But the point is everyone, I have to imagine,
5017260	5018620	would like to feel better
5018620	5020700	and have elevated mood and mental health
5020700	5022140	during the times when they're awake.
5022140	5024460	And indeed, these sorts of protocols
5024460	5025760	have been shown to do that,
5025760	5027860	or so say the scientific data.
5027860	5029540	Now we are going to discuss the tools
5029540	5031660	for enhancing mood and mental health
5031660	5033640	gleaned from the four-episode guest series
5033640	5035180	with Dr. Paul Conti,
5035180	5038440	who is a medical doctor specializing in psychiatry.
5038440	5041240	He also has particular expertise in trauma.
5041240	5042860	However, the four-episode guest series
5042860	5044360	that we did with Dr. Conti
5044360	5046840	was really about exploring the self,
5046840	5049160	as well as tools and protocols
5049160	5052120	for not just gaining a better understanding of oneself,
5052120	5054000	but also for gaining a better understanding
5054000	5058160	and tools for relating to others, AKA relationships.
5058160	5060440	Thread through the series was a model of the mind
5060440	5062700	and how it works to create everything
5062700	5065660	from feelings, thoughts, to behaviors
5065660	5068900	that Dr. Paul Conti described as an iceberg model.
5068900	5071000	And I perhaps should refer you to the fact
5071000	5073220	that he actually drew out this model
5073220	5075760	and we provided it as a zero-cost PDF
5075760	5076880	in the show note captions
5076880	5078900	for every single one of those episodes
5078900	5080740	in that four-episode series.
5080740	5082980	We also provide a link to this model
5082980	5086060	in the show note captions for this tools episode.
5086060	5087860	The model is called the iceberg model.
5087860	5090620	And as the name suggests, it resembles an iceberg
5090620	5094380	in which the vast majority of our mind's processing
5094380	5098080	occurs below our conscious awareness in our unconscious mind.
5098080	5099420	So that's the portion of the iceberg
5099420	5101360	that resides below the surface.
5101360	5103180	Whereas the portion of our mental processing
5103180	5106800	that we are aware of resides above the water surface,
5106800	5108260	the so-called conscious mind.
5108260	5110140	So a key aspect of the iceberg model
5110140	5112840	is that the unconscious mind is responsible
5112840	5115540	for the vast majority of our feelings,
5115540	5116960	thoughts, and behaviors,
5116960	5118280	but that we are not aware
5118280	5120760	of how this unconscious mind is doing that.
5120760	5123160	And by extension, the tools and protocols
5123160	5124760	that Dr. Conti described,
5124760	5127880	largely deal with going into the unconscious
5127880	5130200	and figuring out how the unconscious processing
5130200	5132540	is influencing our conscious processing,
5132540	5134960	both in healthy and in unhealthy ways.
5134960	5137620	And when we say in healthy and unhealthy ways,
5137620	5140880	we're largely referring to the presence of defenses.
5140880	5143120	So some of you have perhaps heard of defenses before.
5143120	5145280	Some defenses can indeed be healthy
5145280	5146960	and others are unhealthy.
5146960	5151840	There are defenses such as projection, sublimation, denial.
5151840	5153680	And during the course of that four episode series,
5153680	5155800	Dr. Conti explains how projections
5155800	5157040	are not always bad for us.
5157040	5161680	Indeed, they can protect us from panic, from severe trauma,
5161680	5164180	but they also can create difficulties
5164180	5166760	in processing our own understanding of self
5166760	5168040	and of our life experiences
5168040	5170680	in ways that can actually be damaging to us.
5170680	5173380	So a key takeaway from that four episode series
5173380	5175520	is to understand and acknowledge
5175520	5177600	that your unconscious mind is driving
5177600	5180080	much of what you feel, think and do.
5180080	5183480	However, by doing structured exploration of the self,
5183480	5185320	and we'll talk about how to do that,
5185320	5187000	one can gain better understanding
5187000	5188840	of how that unconscious processing
5188840	5192960	is influencing what you think, feel, believe and do.
5192960	5196080	So once you accept the important role of the unconscious mind
5196080	5197640	and you make the decision that you want
5197640	5199840	to better understand how your unconscious mind
5199840	5202200	and conscious mind are in this constant dialogue
5202200	5205120	and how you can have that dialogue better serve you,
5205120	5208120	there are a series of actionable tools that you can do
5208120	5211080	that will allow you to better understand yourself
5211080	5212640	and how you relate to others.
5212640	5214040	And the first of these tools
5214040	5217080	is to really understand your self concept.
5217080	5220200	Now, of course, most all of us know our own name.
5220200	5222120	Rarely do we ever forget that name.
5222120	5223920	We have some concept of where we're from,
5223920	5227660	who our parents are, what our present and future goals
5227660	5229180	might be, where we've succeeded,
5229180	5231620	where we failed in life and on and on.
5231620	5233480	But the self concept goes far beyond
5233480	5237680	that sort of CV list or our biography of self.
5237680	5239920	Indeed, the self concept has a lot to do
5239920	5243880	with our self confidence, our feelings of ability,
5243880	5246040	both to overcome challenges,
5246040	5249000	but also our ability to serve the world that we're in
5249000	5251600	and our ability to change ourselves over time.
5251600	5253600	Now, of course, the degree to which somebody
5253600	5256080	might have confidence or less confidence
5256080	5257480	or the degree to which somebody feels
5257480	5259880	that they can exert influence on their environment
5259880	5262320	and their goals is of course going to vary
5262320	5264300	based on their personal history.
5264300	5268160	But as Dr. Conti explained, even independent of all that,
5268160	5271040	if one puts in some work to better understand
5271040	5273920	their self concept, to really get a clear picture
5273920	5277800	of one's self, from that one can develop more agency
5277800	5280440	with which to pursue one's aspirations
5280440	5282000	and to reach their goals.
5282000	5285840	And the key concept here is one that's particularly powerful
5285840	5289660	for both exploring and building up one's concept of self.
5289660	5291960	And that's to consciously and deliberately build
5291960	5293160	a life narrative.
5293160	5295940	Now, a simple way to do this that can be very effective
5295940	5299500	is to create a series of folders or documents.
5299500	5301240	It could even be a stack of papers.
